Name,Transliterated
विष्णुदेव,Vishnudev
केशव उर्फ कामेश्वर,Keshav Urf Kamleshwar
वेदव्यास,Vedvyas
रामपुजारी,Rampuajari
अखिलानन्द,Akhlanand
इद्रीस,Idris
बसन्ती प्रसाद,Basanti Prasad
इन्द्रदेव चौहान,Indradev Chauhan
बंका यादव,Banka Yadav
रामराज यादव,Ramraj Yadav
दयाराम यादव,Dayaram Yadav
सुधिराम,Sudhiram
दुर्ग विजय,Durg Vijay
हरिहर पटेल,Harihar Patel
चन्द्रेशयादव,Chandresh Yadav
जीरा देवी,Jera Devi
सुभवती,Subhavati
संकर यादव,Shankar Yadav
बाबूराम यादव,Baburam Yadav
महेन्द्र कुमार यादव,Mahendra Kumar Yadav
मो 0 अनवर,mo 0 Anwar
झिनकू,Jhinku
अलरख,Alarkh
गुलशन कुमार,Gulshan Kumar
सुनील यादव,Sunil Yadav
लालसाहब,Lalsahb
सुखचैन,Sukhchan
स्वास्थ,Swasth
अबुल कलाम,Abdul Kalam
महेश मौर्य,Mahesh Maurya
घूरे,Ghure
सुभग्गा,Subhagga
पियारी देवी,Piyari Devi
रमेश गिरी,Ramesh Giri
जंगबहादुर यादव,Jangbahadur Yadav
श्यामदेई,Shyamdei
लालता यादव,Lalta Yadav
देवराज यादव,Devaraj Yadav
सिधावती देवी,Sidhawati Devi
औतार,Autar
तेजधारी,Tejdhari
सुरेन्द्र मौर्य,Surendra Maurya
मोती यादव,Moti Yadav
विर्सजन,Virsajan
मुकुटधारी,Mukuutdhari
पंचदेव चौहान,Panchdev Chauhan
स्वारथ मौर्य,Swarth Maurya
बबलू यादव,Bablu Yadav
मकसून,Maksun
गिरधारी यादव,Girdhari Yadav
नन्हकू यादव,Nanhooku Yadav
सुराती,Surati
सादिक,Sadiq
भीमप्रसाद,Bheem prasad
फैजान,Faizan
रामजनम गुप्ता,Ramjanam Gupta
अम्बेश,Ambesh
हाफीज,Hafeez
असीर,Aseer
गफ्फार अहमद,Gaffar Ahmed
भूपनाथ,Bhupnath
वंशनरायण,Vansh Narayan
प्रभनाथ यादव,Prabhnath Yadav
हरिनरायन,Harinarayan
जमुना गुप्ता,Jamuna Gupta
बलजीत यादव,Baljeet Yadav
सन्दीप गुप्ता,Sandeep Gupta
अशफाक अहमद,Ashfaq Ahmed
शैलेष यादव,Shailesh Yadav
रामचन्दर यादव,Ramchander Yadav
अन्जनी,Anjani
बरखु वर्मा,Barkhu Verma
रामदीन मौर्य,Ramdin Maurya
बालरूप यादव,Balrup Yadav
मंशा,Mansha
द्रोपदी,Draupadi
अन्नाउल्ला,Annaullah
मीला,Meela
मानकेश्वर,Manakeshwar
उग्रनाथ,Ugranath
मशरूफ,Mashroof
हरेन्द्र वर्मा,Harendra Verma
राजेश चौहान,Rajesh Chauhan
गणपति,Ganpati
रामकुँवर यादव,Ramkunwar Yadav
रामविनय,Ramvinay
भीमल,Bhimal
वीर बहादुर,Veer Bahadur
भीष्म,Bheeshm
अनिल मल्ल,Anil Mall
मुहम्मद वकील,Muhammad Wakeel
मुहम्मद जीमल,Muhammad Jameel
रामबुझारथ,Rambhujarth
चन्द्रजीत यादव,Chandrajeet Yadav
केशव राजभर,Keshav Rajbhar
जयबहादुर,Jay Bahadur
बच्चेलाल,Bachchelal
बीनानाथ यादव,Binanath Yadav
सुमन्त,Sumant
हंशा,Hansha
दुक्खी चौरसिया,Dukkhi Chaurasia
टिल्लू चौहान,Tillu Chauhan
निर्मल यादव,Nirmal Yadav
जयनाथ यादव,Jaynath Yadav
शैलेन्द्र यादव,Shailendra Yadav
नाजनीत फातमा,Nazneen Fatima
बृज बिहारी प्रसाद,Brijesh Bihari Prasad
दंगल,Dangal
हरीन्द्र प्रसाद,Harendra Prasad
साहब दयाल वर्मा,Sahab Dayal Verma
जर्नादन यादव,Jarnalan Yadav
अभोरिक यादव,Abhorik Yadav
मुनिया देवी,Muniya Devi
सुनील कुमार यादव,Sunil Kumar Yadav
शुबाष वर्मा,Shubhash Verma
प्रदीप कुमार ठाकुर,Pradeep Kumar Thakur
आत्मा वर्मा,Atma Verma
उतम चन्द्र,Utam Chandr
छोटक,Chhotak
नन्हक,Nanhak
अनिल वर्मा,Anil Varma
श्री उत्तम चन्द्र,Shri Utam Chandr
कालीन्दिया,Kalindiya
बेश बहादुर,Besh Bahadur
हरदेव यादव,Hardev Yadav
राम अशी,Ram Ashi
मोरिक,Morik
मोहन गुप्ता,Mohan Gupta
राजीव वर्मा,Rajiv Varma
उमा शंकर शर्मा,Uma Shankar Sharma
परमात्मा यादव,Parmatma Yadav
पूनम यादव,Poonam Yadav
मारकण्डेय,Markandey
चन्द्रदीप,Chandradeep
राजीव गुप्ता,Rajiv Gupta
जमशेद अहमद,Jamashed Ahmed
खुबलाल यादव,Khubalal Yadav
धुरा,Dhruva
राम कवल,Ram Kaval
हरि नारायन यादव,Hari Narayan Yadav
बिशुन यादव,Bishun Yadav
विलास,Vilas
नवरसुल,Navrasul
राम जी शर्मा,Ram Ji Sharma
ललित मोहन,Lalit Mohan
धरेन्द्र,Dhrendra
बृज मोहन यादव,Brija Mohan Yadav
स्वामीनाथ यादव,Swaminath Yadav
लाल बिहारी वर्मा,Lal Bihari Varma
नित्यानन्द मिश्रा,Nityanand Mishra
तेज बहादुर ठाकुर,Tej Bahadur Thakur
लल्लन वर्मा,Lallan Varma
कंचन कुमार,Kanchan Kumar
दीना नाथ,Dina Nath
झुनिया देवी,Jhuniya Devi
हरिकृष्ण,Hari Krishna
राजगृहि,Rajgruhi
दशरथ यादव,Dashrath Yadav
चान्दगी,Chandgi
किशुन यादव,Kishun Yadav
शिव चन्द,Shiv Chand
शालीक,Shalik
राधा रमण,Radha Raman
वंशधारी,Vamshadhari
मनीष गुप्ता,Manish Gupta
जयप्रकाश पटेल,Jaiprakash Patel
अश्वनी कुशवाहा,Ashwani Kushwaha
रेयाज अहमद,Reyaz Ahmed
उदयशंकर यादव,Udayshankar Yadav
सुरेश राजभर,Suresh Rajbhar
सुदर्शन कुश O,Sudarshan Kush O
विनोद कुमार गुप्ता,Vinod Kumar Gupta
घूरा चौधरी,Ghoora Chaudhary
मुमताज आलम,Mumtaz Alam
लालमोहर,Lalmohanr
भोला सिंह यादव,Bhola Singh Yadav
ओमप्रकाश गुप्ता,Omprakash Gupta
बाबूलाल यादव,Babulal Yadav
मोती राम,Moti Ram
राजनाथ यादव,Rajnath Yadav
सोनी गुप्ता,Soni Gupta
विजयी यादव,Vijay Yadav
विरेन्द्र कुमार शर्मा,Virendra Kumar Sharma
मुख्तार अंसारी,Mukhtar Ansari
सत्यनरायण शर्मा,Satyanarayan Sharma
दिनकर,Dinkar
इश्मखर,Ishkhar
हरिवंश यादव,Harvansh Yadav
अब्दुलकादिर अंसरी,Abdulqadir Ansari
सलामुद्दीन,Salamuddin
सुरेन्द्र सिंह या,Surendra Singh Ya
सुब्बा,Subba
शिवजनम,Shivjanam
लौटु यादव,Lautu Yadav
रमेश सिंह यादव,Ramesh Singh Yadav
मुराहू राजभर,Marahu Rajbhar
कृष्ण विन्दर,Krishna Binder
राजेश मौर्य,Rajesh Maurya
रामलाल यादव,Ram Lal Yadav
लालबहादुर यादव,Lal Bahadur Yadav
बेचई यादव,Bechhai Yadav
राधेश्याम यादव,Radheshyam Yadav
अवधेश यादव,Awadhesh Yadav
हीरालाल यादव,Hiralal Yadav
रामलाल प्रजापति,Ram Lal Prajapati
अजय राजभर,Ajay Rajbhar
वदन,Vadana
झारखण्डे,Jharkhande
भयंकर,Bhayankar
बेचू यादव,Bechu Yadav
धन्नजय,Dhananjay
वंशरोपन,Vansh Ropan
नवजादिक,Navzadik
अफतखार,Aftaqar
अक्षयलाल,Akshay Lal
सतेन्दर कुमार,Sattendar Kumar
तेज प्रकाश,Tej Prakash
विद्यासागर गिरी,Vidyasagar Giri
रामऔतार यादव,Ramautar Yadav
अफ्रीका यादव,Africa Yadav
मटकू यादव,Matku Yadav
बिरेन्द्र,Birendra
जयकुमार,Jaykumar
केशर,Kesar
कुन्जन,Kunjan
मन्ना,Manna
काशी नाथ,Kashi Nath
लालब्रत,Lalbrat
एकरामुद्दीन,Ekramuddin
श्यामजी,Shyamji
सुखकरन,SukhKaran
चन्द्रकलां,ChandraKalan
मुख्तार,Mukhtar
अमरदेव,Amardev
बचाऊ लाल,Bachhau Lal
आफताब अहमद अंसारी,Aftab Ahmed Ansari
दया राम यादव,Daya Ram Yadav
साकिर अली,Sakir Ali
राममुरत,Rammurat
विरेन्द्र प्रसाद,Virendra Prasad
जुमराती,Jumrati
सुरेन्द्र उर्फ नथुनी,Surendra alias Nathuni
शिवधारी,Shivdhari
प्रभु,Prabhu
मनबास,Manbas
साधो,Sadho
औकार,Aukar
राजेश नारायण यादव,Rajesh Narayan Yadav
स्वयं,Swayam
धन्नू,Dhannu
बलदेव पटेल,Baldev Patel
सच्चालाल,Sachchalal
सुभाष राजभर,Subhash Rajbhar
राजेश राजभर,Rajesh Rajbhar
पनधारी,Pandhari
गिरिजाशंकर,Girija Shankar
विष्णु प्रजापति,Vishnu Prajapati
कविन्द्र,Kavindra
राम आकरे,Ram Akare
मूरत,Murat
जीयालाल,Jiyalal
मुनीयाँ देवी,Muniya Devi
बुल्लुर,Bullur
धर्मराज मौर्या,Dharmaraj Maurya
रामश्रे,Ramshre
बाबा,Baba
चन्द्रभान गुप्ता,ChandraBhan Gupta
सुरेशचन्द्र यादव,Sureshchandra Yadav
राजदेव यादव,Rajdev Yadav
रामपलट मौर्य,Rampalat Maurya
जंजाली,Janjali
सुरेशचन्द,Sureshchand
जयचन्द्र मौर्य,Jaichandra Maurya
महाजन गुप्ता,Mahajan Gupta
भिमचन्द,Bhimchand
संन्तोष कुमार,Santoshkumar
तस्लीम आरिफ,Taslim Arif
बन्शी यादव,Banshi Yadav
लालजी गुप्ता,Lalji Gupta
ओमनारायण,Om Narayan
सिद्दीकी,Siddiqui
सुबेदार यादव,Subedar Yadav
जूठन,Juthan
मेल्हू,Melhu
राजमनी यादव,Rajmani Yadav
गुलाबचन्द्र गुप्ता,Gulabchandra Gupta
प्रेम नाथ पटेल,Prem Nath Patel
मोहम्मद सलीम,Mohammad Saleem
वकील अहमद शेख,Vakil Ahmed Sheikh
बृजराज पटेल,Briraj Patel
नसीब अली,Naseeb Ali
झम्मन यादव,Jhamman Yadav
चंद्रभान,Chandraban
उमानाथ यादव,Umanath Yadav
चन्द्रबहादुर,Chandra Bahadur
अनुरूद्ध,Anurodh
बबऊ यादव,Babbu Yadav
राम आसरे यादव,Ram Aasre Yadav
जगत लाल,Jagat Lal
रगबहादुर,Ragbahadur
सभापति,Sabhapati
विजयलाल,Vijaylal
सत्तीश,Sateesh
श्रीमती नन्हका,Srimati Nanhaka
श्री राजकुमार गुप्ता,Shri Rajkumar Gupta
श्री गनेश,Shri Ganesh
श्री तीरथराज,Shri Teerathraj
श्री बुधिराम,Shri Budhiram
श्री संगमलाल,Shri Sangamlal
श्री लखन्दर,Shri Lakhandar
श्री मेवलाल,Shri Mewalal
श्री रामलोटन,Shri Ramlotan
श्री बेचू,Shri Bechu
श्री बीरेन्द्र,Shri Birendra
श्री प्रताप,Shri Pratap
श्री वीरेन्द्र,Shri Virendra
श्री अच्छेलाल,Shri Acchelal
श्री बेचन,Shri Bechan
श्री सुबाष,Shri Subhash
श्री हौशिला,Shri Haushila
श्री श्यामजीत,Shri Shyamjeet
रजपत्ती,Rajpatti
साहबल,Sahabal
केवलधारी,Kevaldhari
हृदय नारायण,Hriday Narayan
जड़ावती देवी,Jaravati Devi
पुद्दन प्रजापति,Puddan Prajapati
करमचन्द्र,Karamchandra
सूर्यकान्त,Suryakant
चन्द्रेश कुमार,Chandresh Kumar
गुरूद्दीन,Gurruddin
तपेलाल,Tapelal
असरफा देवी,Asrafa Devi
जुबेर,Juber
प्रेम बिहारी,Prem Bihari
धनी लाल,Dhani Lal
शन्ता प्रसाद,Shanta Prasad
बृजनाथ,Brijanath
रामउदय,Ramuday
मो 0 अजहर,Mo 0 Azhar
परिराम,Pariram
हकीरू,Hakiru
रामलगन,Ramlagan
भरथरी,Bharthari
पानकुमारी,Pankumari
फूलचन्द मौर्य,Phoolchand Maury
सीतला प्रसाद,Sitala Prasad
चटरु,Chatru
श्री जयप्रकाश प्रसाद,Shri Jaiprakash Prasad
श्री सेवालाल,Shri Sewalal
श्री सुकुरु,Shri Sukuru
श्री जयप्रकाश,Shri Jaiprakash
श्री नेबूलाल,Shri Nebulal
श्री मंगेश कुमार,Shri Mangesh Kumar
श्री हरिराम,Shri Hariram
श्री राम विधान,Shri Ram Vidhan
श्री पारसनाथ,Shri Parasnath
श्री लालचन्द,Shri Lalchand
श्यामधर यादव,Shyamdhaar Yadav
संतोष कुमार यादव,Santoshi Kumar Yadav
जयप्रकाश चौहान,Jaiprakash Chauhan
विरेन्द्रकुमार,Virendrakumar
यदुनन्दन यादव,Yadunandan Yadav
तुलसी प्रसाद,Tulsi Prasad
अंकित कुमार यादव,Ankit Kumar Yadav
सर्वजीत यादव,Sarvjeet Yadav
सूरज प्रसाद ( मृतक ),Suraj Prasad ( Mrityak )
विसुनलाल,Visunlal
दयाशुकर,Dayashukr
श्यामधर,Shyamdhar
बरसाती लाल,Barsatilal
गायत्री प्रसाद,Gayatri Prasad
रुक्मणी,Rukmani
रामजी सिंह,Ramji Singh
भानकिशोर,Bhankishor
राजनाथ मौर्य,Rajnath Maurya
श्री राम उजागिर,Shri Ram Ujagir
श्री तौलन,Shri Taulan
श्री अनन्तू गुप्ता,Shri Anantu Gupta
श्री ताराचन्द पाल,Shri Tarachand Pal
श्री दिने,Shri Dine
श्री बब्बू प्रसाद,Shri Babu Prasad
श्री अमृतलाल,Shri Amritlal
श्री मंगलदास,Shri Mangaldas
श्री मुंषीराजा,Shri Munshiraja
श्री देव प्रसाद,Shri Dev Prasad
कुबेर,Kuber
अमरेश चन्द,Amaresh Chand
अलख निरंजन,Alakh Niranjan
भगवती गान्धी,Bhagwati Gandhi
शेख जम्मुन,Sheikh Jammun
सीतलेश नरायन,Sitelesh Narayan
श्यामबली,Shyambali
मोहम्मदइस्लाम,Mohammedislam
जोगेन्दर पाल,Jogender Pal
धनेश्वर सिंह,Dhaneshwar Singh
रमाशंकर सिंह,Ramashankar Singh
दिलीप कुमार सिंह,Dilip Kumar Singh
बल्ली,Bally
रामदहिन,Ramdahin
जाहीर अली,Zahir Ali
रामलखन यादव,Ramlakhan Yadav
इन्द्रदेव नारायण,Indradev Narayan
लालता सिंह,Lalata Singh
राम सूरत,Ram Surat
रामसहाई,Ramsahai
गरीबा,Gariba
श्री राजेन्दर,Shri Rajender
श्री कुंज बिहारी लाल,Shri Kunj Bihari Lal
श्री सोहराब,Shri Sohrab
श्री बृजभूषण,Shri Brijbhushan
श्री अजय कुमार,Shri Ajay Kumar
श्री इसरार अहमद,Shri Israr Ahmad
लखन्दर,Lakhandar
मुनौवर,Munauwar
सिनोहर,Sinoha
मोहम्मद,Mohammad
राणा विजेन्द्र सिंह,Rana Vijendra Singh
बीर किसुन,Bir Kisan
देवकुमार,Devkumar
सुशीला निराला,Sushila Nirala
गुप्तेश्वर सोनी,Gupteshwar Soni
मो ० कुददुश,Mo 0 Kuddush
रामकीसुन गुप्ता,Ramkisun Gupta
भैया लाल,Bhaiya Lal
शरीफुन,Sharifun
रविता देवी,Ravita Devi
शविस्ता,Shavista
रिजवाना,Rizwana
चम्पारानी,Champarani
सुरेन्दी,Surendi
आलमा,Alma
इशरत,Isharat
सुभाषवती,Subhashwati
मुवारिकी,Muwariki
कुँवरा,Kunwara
परमेश्वरीदेवी,Parmeshwaridevi
कमर जहाँ,Kamal Jahan
सारिका यादव,Sarika Yadav
पिंकी गंगवार,Pinki Gangwar
कुसुम गोस्वामी,Kusum Goswami
परमजीत कौर,Paramjit Kaur
जसदीप कौर,Jasdeep Kaur
शाहजहां बेगम,Shahjahan Begum
ताकुमारी,Takumari
पूना,Poona
साहरा बेगम,Sahara Begum
हरवीरी देवी,Harviri Devi
रानीवेगम,Ranibegum
अस्ताना,Astana
महेश्वर सिंह,Maheshwar Singh
दमयन्ती सिंह,Damayanti Singh
रमन देवी,Raman Devi
कविता यादव,Kavita Yadav
श्रीमती राजेश्वरी,Smt. Rajeshwari
श्रीमती हीरा देवी,Smt. Hira Devi
श्रीमती सुचिता,Smt. Suchita
श्रीमती पुष्पा,Smt. Pushpa
श्रीमती साबरा,Smt. Sabra
श्रीमती सविता देवी,Smt. Savita Devi
श्रीमती अकरुनिशा,Smt. Akarunisha
श्रीमती रेनू देवी,Smt. Renu Devi
सुलोचना,Sulochana
कछरही,Kachrahi
फलेश कुमारी,Phalesh Kumari
कैमुननिशा,Kaimunnisha
अतिरूलनिशा,Atirulnisha
सुर्जन देवी,Surjan Devi
मिसकुना,MisKuna
बलविन्दर कौर,Balvinder Kaur
बलको,Balko
खातून,Khatoon
लबली,Labli
छबीली देवी,Chabilli Devi
शैलेन्द्री देवी,Shailendri Devi
अनीता सोनी,Anita Sony
शिव रानी,Shiv Rani
नजमा,Najma
गुलाची देवी,GuLachi Devi
नीना गुप्ता,Neena Gupta
कामिनी वर्मा,Kamini Verma
जाहिरा बीबी,Jahira Bbi
बड़का,Barkaa
साहीन बानो,Saheen Bano
मखबूलन,Makboolan
विमली,VimLi
शैलेष वर्मा,Shailesh Verma
सुरया देवी,Surayaa Devi
कमरून,Kamrun
आशिया खातुन,Aashiya Khatoon
लवंगी देवी,Lavangi Devi
लालमती देवी,Laalmti Devi
रवीनशी,RaviNshi
नराजी,Naraaji
शीलादेवी,Sheelaa Devi
अबदी,Abdi
प्रभा यादव,Prabhaa Yadav
पिंकी पाण्डेय,Pinki Pandey
शर्मीला सिंह,Sharmila Singh
श्रीमती चन्द्रवती,Smt. Chandravati
चनरावती,Chanraavti
श्रीमती चन्द्रा,Smt. Chandra
रेनू गुप्ता,Renu Gupta
शबाना,Shabana
श्रीमती सुनैना देवी,Smt. Sunaina Devi
सुभावना,SuBhavnaa
डिम्पल देवी,Dimple Devi
विसमिल्ला बेगम,VismiLlaa Begam
जन्नोबेगम,Janno Begam
सहनाज बानो,Sahnaaz Bano
मेहरून निशा,Mehruun Nisha
ज्याति देवी,Jyoti Devi
धुरपतिया,Dhurpatiyaa
मंजू सैनी,Manju Saini
श्रीमती तारा,Smt. Taraa
सौफिया,Soufiyaa
मुकेशा,Mukesha
साहिस्ता,Sahista
शहीदन,Shahidan
सन्नो बेगम,Sanno Begum
कोशल्या देवी,Koshalya Devi
सुधा गुप्ता,Sudha Gupta
गया प्रसाद सिंह,Gaya Prasad Singh
श्रीमती गायत्री देवी,Smt. Gayatri Devi
सदाप्यारी,Sadapyari
बकरीदन,Bakridan
सुमरा,Sumara
जातून,Jatoon
जनकलली,Janakali
रामशिला,Ramshilla
मोहराती,Moharati
सादिका,Sadika
आसिया,Aasiya
मो 0 आवेस,Mo Aaves
बडे लाल,Bade Lal
वहीदा खातून,Waheeda Khatoon
सन्ध्या देवी,Sandhya Devi
आजम,Azam
चन्द्रीका,Chandrikaa
रामासरे,Ramasare
प्रेम,Prem
रूपनारायन,Rupanarayan
मंजू,Manju
सुरेन्द्र,Surendra
श्रीमती सुकरून्निशा,Smt. Sukrunnisa
जासवीर,Jaasveer
साहिद अली,Sahid Ali
शाहिन,Shahin
श्रीमती सुशीला देवी,Smt. Sushila Devi
मनरिका,Manrika
नाजनीन,Naaznin
इसराजी देवी,Israji Devi
श्रीमती उषा देवी,Smt. Usha Devi
मैकादेवी,Maikadevi
बर्फी देवी,Barfi Devi
शिमलादेवी,Shimladevi
राकिया,Rakiya
गजेन्द्र कुमार,Gajendra Kumar
ममता शर्मा,Mamta Sharma
शमा परवीन,Shama Parveen
जरीना बेगम,Zarina Begum
रेन्ता सिंह,Renta Singh
आलिया खातून,Aaliya Khatoon
मदस्सीर हुसैन,Madaseer Husain
अमृती देवी,Amriti Devi
मछलादेवी,Machhladevi
डुगुरी,Duguri
नोहर,Nohar
जिरिया,Jiria
छब्बी देवी,Chabbi Devi
सुदेश कुमारी,Sudesh Kumari
शलीमन,Shaliman
रानी देवी पाल,Rani Devi Pal
शमां बेगम,Shaman Begam
जिलेवा,Jilewa
बल्ली देवी,Bally Devi
जिन्नतुल,Jinnatul
जसोमती,Jasomati
अख्तरूल निशां,Akhtarul Nisha
रियाजुल निशा,Riyazul Nisha
नगीना देवी,Nagina Devi
नरगिश,Nargish
शहाँजहाँ,Shahanjahan
पविता,Pavita
मुकेश देवी,Mukesh Devi
मोना,Mona
एसपाल कौर,Espal Kaur
समन्दरी,Samandari
फलुमिजरा,Phalumijra
सबीला,Sabila
समीना,Samina
पिंकी चौधरी,Pinky Chaudhary
सुखपाली,Sukhpali
सुषमा नागर,Sushma Nagar
असमा,Asma
शशीबाला,Shashibala
अरुणा,Aruna
जयबाला,Jayabala
शहनाज बेगम,Shahnaj Begam
कमलेश लता,Kamlesh Lata
शकीला,Shakeela
गुरदीप कौर,Gurdeep Kaur
मनोज देवी,Manoj Devi
हलिमा खातून,Halima Khatoon
वकीला,Vakila
हलीमा,Halima
प्रवेश कुमारी,Pravesh Kumari
कुन्तिया,Kuntiya
सर्वेशा,Sarvesha
आमना खातून,Amana Khatoon
मिनाक्षी,Minakshi
जसिया,Jasia
शाईदा,Shaida
मसीदा,Masida
अंशू देवी,Anshu Devi
जागेश,Jagesh
तरूण पाल,Tarun Pal
हनीफा बेगम,Hanifa Begam
फरीदा बेगम,Farida Begam
अशकारा,Ashkara
विशनिया,Vishanya
शाजिया,Shazia
षकुन्तला,Shakuntala
मैहरूली देवी,Mehruli Devi
मनीषा गंगवार,Manisha Gangwar
रूही बेगम,Ruhi Begam
रजवन्त कौर,Rajwant Kaur
जितेन्द्र कौर,Jitendra Kaur
ज्योति सिंह,Jyoti Singh
नूर जहां,Noor Jahan
निरजा देवी,Nirja Devi
हसीनजहां,Haseenjahan
गोदावती,Godawati
यासमीन बेगम,Yasmeen Begam
मकुन्ता देवी,Makunta Devi
चरनजीत,Charanjeet
सुखवन्त कौर,Sukhwant Kaur
रेहाना बेगम,Rehana Begam
परी बेगम,Pari Begam
सुरजीत कौर,Surjit Kaur
सलमा वी,Salma V
तसवीरन,Tasviran
जुवेदा,Juweda
नक्षत्रकली,Nakshatrakali
खुशालो देवी,Khushalo Devi
रूपदेई,Roopdei
बर्षा देवी,Barsha Devi
टिकोली,Tikoli
वरखा,Varkha
कटोरी देवी,Katori Devi
कुन्डला देवी,Kundla Devi
नाजमा बेगम,Nazma Begam
श्याम बेटी,Shyam Beti
नसीम बानो,Naseem Bano
कुलविन्दर कौर,Kulvinder Kaur
जसप्रीत कौर,Jaspreet Kaur
नवजोत कौर,Navjot Kaur
जगतारा,Jagatara
हेमा देवी,Hema Devi
भू देवी,Bhu Devi
वविता देवी,Vavita Devi
सरवती उर्फ सरवरी,Sarvati Urf Sarvari
हंसकुमारी,Hanskumari
गौहर अली,Gauhar Ali
वीरा उर्फ वीरादेवी,Veera Urf Veeradevi
मोमवती,Momevati
सरिता चौधरी,Sarita Choudhary
रूक्मणी,Rukmani
धरमवती,Dharamvati
लच्छो,Lachho
औंकारी,Aunkari
महेन्द्री देवी,Mahendri Devi
लौंग श्री,Loung Shri
जीवन देवी,Jeevan Devi
श्रीमती मिथिलेश,Shrimati Mithilesh
श्रीमती सावित्री,Shrimati Savitri
श्रीमती रेशमा देवी,Shrimati Reshma Devi
श्रीमती साधना देवी,Shrimati Sadhna Devi
प्रिया शान्ती,Priya Shanti
प्रयाग देवी,Prayag Devi
लेखिका वर्मा,Lekhika Varma
दयाश्री,Dayashri
मुरिया बेगम,Muria Begam
अकबरी बेगम,Akbari Begam
तबस्सुम बेगम,Tabassum Begam
आयाशा बेगम,Aayesha Begam
रूखसाना बेगम,Rukhsana Begam
श्रीमती शान्ती देवी,Shrimati Shanti Devi
श्रीमती लीलादेवी,Shrimati Leeladevi
श्री कुँवर श्री,Shri Kunwar Shri
लुवई देवी,Luvai Devi
ज्ञान,Gyan
श्रीमती श्रीदेवी,Shrimati Shridevi
नजमुल निशा,Najmul Nisha
बिन्दवासिनी,Bindavasini
दिनेश कुमारी,Dinesh Kumari
सिया कुमारी,Sia Kumari
मानवती,Manavati
हरी देवी,Hari Devi
नीरू,Neeru
रानी देवी उर्फ राजदेवी,Rani Devi Urf Rajdevi
रामदशर्नी,Ramadasharni
रमाकान्ती,Ramakanti
भगवानी श्री,Bhagwani Shri
सफलता,Safalta
बन्दनादेवी,Bandanadevi
दीक्षा,Diksha
वेवी,Vevi
सीताश्री,Sita Shri
लडकुरा,Ladkura
श्यामलता,Shyamlata
विशुनकुमारी,Vishunkumari
मण्डवी,Mandavi
शैलेषराजे,Shaileshraj
गेंदारानी,Gendarani
आलोक रानी,Alok Rani
मानकुवर,Mankunwar
प्रेमवाई,Premvai
सम्पतदेवी,Sampatdevi
विशाखा,Vishakha
कुंजनदेवी,Kunjandevi
बहरिया,Bahria
लक्ष्मीबाई,Laxmibai
शिवपत्र रानी,Shivpatr Rani
मेडिया देवी,Media Devi
केश कली,Kesh Kali
आशाखातून,Ashakhatun
केशा,Kesha
सुन्ता,Sunta
बन्दरी,Bandri
दुवसिया,Duvsiya
शमीमा बेगम,Shameem Begum
अजरा बेगम,Ajara Begum
सूरज कली,Suraj Kali
विशाखा यादव,Vishakha Yadav
बृहस्पति देवी,Brihaspati Devi
प्रेमिया,Premiya
शाहजहा बेगम,Shahjaha Begum
प्रीति देवी,Preeti Devi
सुशीला पटेल,Sushila Patel
अशर्फी देवी,Asharfi Devi
पत्ती देवी,Patti Devi
महरूमनिशा,Mehroomnisa
सोनिका देवी,Sonika Devi
पिकी,Piki
आशा देवी मौर्य,Asha Devi Maurya
जुबैदा बानों,Jubeida Banon
माण्डवी,Mandvi
रूपादेवी,Rupadevi
अनिल कुमारी,Anilkumari
लक्ष्मीदेवी,Laxmidevi
मंगोला,Mangola
अनुवर जहां,Anwar Jahan
जन्नतुम,Jannatum
गुड़िया देवी,Gudiya Devi
किरन देबी,Kiran Devi
नन्द रानी,Nand Rani
शीतल देवी,Sheetal Devi
राजेन्द्र सिह,Rajendra Singh
छैल बिहारी,Chhail Bihari
आशमा खातून,Ashama Khatun
किरन लता,Kiran Lata
परमीत कौर,Paramjeet Kaur
आसनी,Aasni
विघा,Vidha
छोटकन्नी,Chotakanni
मायादेबी,Mayadevi
हेमावती,Hemavati
भारती देवी,Bharati Devi
सकारा बेगम,Sakara Begam
अमिता यादव,Amita Yadav
तरूम,Tarum
शफीकुन,Shafikun
शकीला बानो,Shakila Bano
मौनी,Mouni
रेवती देवी,Revati Devi
शहरून्निशा,Shahrunnisha
रामवासा,Ramwasa
कलसुमन,Kalsuman
अन्जनी देबी,Anjani Devi
बदरूननिशां,Badrunnisha
सफरून निशां,Saffron Nisha
गुजराती देवी,Gujarati Devi
श्यामकला,Shyamkala
महाराजा शेर सिंह,Maharaja Sher Singh
नाजमा,Najma
कुलदेई,Kuldei
ब्रह्मा देवी,Brahma Devi
मधु वर्मा,Madhu Verma
सुषमा कुमारी,Sushma Kumari
मेनका शर्मा,Menka Sharma
रानी यादव,Rani Yadav
नसीमुन निशां,Nasimun Nisha
संगीता वर्मा,Sangeeta Verma
नीशा,Nisha
फातमा,Fatima
अमीना खातून,Amina Khatoon
सावित्री यादव,Savitri Yadav
मंजू यादव,Manju Yadav
इंगलेश,English
धनपती,Dhanpati
लैलतुल,Lailatul
जुबैदा खातून,Jubaida Khatoon
जेवती वर्मा,Jewati Verma
देवेन्द्र कुमारी,Devendra Kumari
अवधराजी,Avadhrajee
इसलावती,Islavati
सरीकुन,Sarikul
अवतारी,Avtari
अचरजा देवी,Acharja Devi
